start,finish,QB120A-CORRENTE-M1_avg,QB120A-CORRENTE-M2_avg,is_anomaly
2020-04-20T06:55:00Z,2020-04-20T06:56:00Z,22.9392,19.8815,0
2020-04-20T06:56:00Z,2020-04-20T06:57:00Z,23.2377,19.9336,0
2020-04-20T06:57:00Z,2020-04-20T06:58:00Z,23.1855,19.9367,0
2020-04-20T06:58:00Z,2020-04-20T06:59:00Z,23.2042,19.8425,0
2020-04-20T06:59:00Z,2020-04-20T07:00:00Z,22.6969,19.88,0
2020-04-20T07:00:00Z,2020-04-20T07:01:00Z,21.9936,19.8718,0
2020-04-20T07:01:00Z,2020-04-20T07:02:00Z,21.2817,19.8792,0
2020-04-20T07:02:00Z,2020-04-20T07:03:00Z,21.495,19.8783,0
2020-04-20T07:03:00Z,2020-04-20T07:04:00Z,21.7223,20.0585,0
2020-04-20T07:04:00Z,2020-04-20T07:05:00Z,22.5309,19.8782,0
2020-04-20T07:05:00Z,2020-04-20T07:06:00Z,22.96,19.835,0
2020-04-20T07:06:00Z,2020-04-20T07:07:00Z,23.1033,19.9,0
2020-04-20T07:07:00Z,2020-04-20T07:08:00Z,23.1339,19.8492,0
2020-04-20T07:08:00Z,2020-04-20T07:09:00Z,23.0809,19.9627,0
2020-04-20T07:09:00Z,2020-04-20T07:10:00Z,23.1025,19.9775,0
2020-04-20T07:10:00Z,2020-04-20T07:11:00Z,23.1075,20.0177,0
2020-04-20T07:11:00Z,2020-04-20T07:12:00Z,22.8408,20.1309,0
2020-04-20T07:12:00Z,2020-04-20T07:13:00Z,22.6823,20.1133,0
2020-04-20T07:13:00Z,2020-04-20T07:14:00Z,22.3064,20.17,0
2020-04-20T07:14:00Z,2020-04-20T07:15:00Z,21.82,20.3677,0
2020-04-20T07:15:00Z,2020-04-20T07:16:00Z,21.6617,20.4018,0
2020-04-20T07:16:00Z,2020-04-20T07:17:00Z,21.7946,20.2792,0
2020-04-20T07:17:00Z,2020-04-20T07:18:00Z,21.6555,20.4315,0
2020-04-20T07:18:00Z,2020-04-20T07:19:00Z,21.575,20.42,0
2020-04-20T07:19:00Z,2020-04-20T07:20:00Z,21.3546,20.6458,0
2020-04-20T07:20:00Z,2020-04-20T07:21:00Z,21.3827,20.4892,0
2020-04-20T07:21:00Z,2020-04-20T07:22:00Z,21.8217,20.0854,0
2020-04-20T07:22:00Z,2020-04-20T07:23:00Z,22.52,19.9309,0
2020-04-20T07:23:00Z,2020-04-20T07:24:00Z,22.9139,19.8767,0
2020-04-20T07:24:00Z,2020-04-20T07:25:00Z,22.8927,19.8858,0
2020-04-20T07:25:00Z,2020-04-20T07:26:00Z,22.7525,19.8642,0
2020-04-20T07:26:00Z,2020-04-20T07:27:00Z,22.6258,19.8985,0
2020-04-20T07:27:00Z,2020-04-20T07:28:00Z,22.8369,19.9718,0
2020-04-20T07:28:00Z,2020-04-20T07:29:00Z,22.9425,19.9258,0
2020-04-20T07:29:00Z,2020-04-20T07:30:00Z,22.9618,19.9717,0
2020-04-20T07:30:00Z,2020-04-20T07:31:00Z,23.1575,19.8877,0
2020-04-20T07:31:00Z,2020-04-20T07:32:00Z,22.9217,20.0255,0
2020-04-20T07:32:00Z,2020-04-20T07:33:00Z,22.5023,20.0258,0
2020-04-20T07:33:00Z,2020-04-20T07:34:00Z,22.1891,19.9983,0
2020-04-20T07:34:00Z,2020-04-20T07:35:00Z,22.1533,19.7715,0
2020-04-20T07:35:00Z,2020-04-20T07:36:00Z,22.8167,19.9058,0
2020-04-20T07:36:00Z,2020-04-20T07:37:00Z,23.0567,19.9155,0
2020-04-20T07:37:00Z,2020-04-20T07:38:00Z,23.1283,20.0183,0
2020-04-20T07:38:00Z,2020-04-20T07:39:00Z,23.0308,20.0315,0
2020-04-20T07:39:00Z,2020-04-20T07:40:00Z,22.5725,19.9446,0
2020-04-20T07:40:00Z,2020-04-20T07:41:00Z,22.0777,19.9333,0
2020-04-20T07:41:00Z,2020-04-20T07:42:00Z,22.5391,19.7192,0
2020-04-20T07:42:00Z,2020-04-20T07:43:00Z,22.89,19.84,0
2020-04-20T07:43:00Z,2020-04-20T07:44:00Z,23.0367,20.1155,0
2020-04-20T07:44:00Z,2020-04-20T07:45:00Z,23.0692,20.0658,0
2020-04-20T07:45:00Z,2020-04-20T07:46:00Z,22.7491,19.9583,0
2020-04-20T07:46:00Z,2020-04-20T07:47:00Z,22.0758,19.8854,0
2020-04-20T07:47:00Z,2020-04-20T07:48:00Z,22.0025,19.84,0
2020-04-20T07:48:00Z,2020-04-20T07:49:00Z,22.5246,19.8558,0
2020-04-20T07:49:00Z,2020-04-20T07:50:00Z,22.9355,19.9092,0
2020-04-20T07:50:00Z,2020-04-20T07:51:00Z,23.035,20.0392,0
2020-04-20T07:51:00Z,2020-04-20T07:52:00Z,22.9033,20.1336,0
2020-04-20T07:52:00Z,2020-04-20T07:53:00Z,21.9877,19.9975,0
2020-04-20T07:53:00Z,2020-04-20T07:54:00Z,21.9618,20.0692,0
2020-04-20T07:54:00Z,2020-04-20T07:55:00Z,22.3167,19.9162,0
2020-04-20T07:55:00Z,2020-04-20T07:56:00Z,22.6283,19.8655,0
2020-04-20T07:56:00Z,2020-04-20T07:57:00Z,22.9723,20.0633,0
2020-04-20T07:57:00Z,2020-04-20T07:58:00Z,23.0955,20.0408,0
2020-04-20T07:58:00Z,2020-04-20T07:59:00Z,22.8117,19.9483,0
2020-04-20T07:59:00Z,2020-04-20T08:00:00Z,21.7933,19.7367,0
2020-04-20T08:00:00Z,2020-04-20T08:01:00Z,21.63,19.6,0
2020-04-20T08:01:00Z,2020-04-20T08:02:00Z,22.0085,19.5667,0
2020-04-20T08:02:00Z,2020-04-20T08:03:00Z,22.5427,19.6931,0
2020-04-20T08:03:00Z,2020-04-20T08:04:00Z,22.9575,19.9564,0
2020-04-20T08:04:00Z,2020-04-20T08:05:00Z,22.9833,19.9067,0
2020-04-20T08:05:00Z,2020-04-20T08:06:00Z,22.4923,19.8583,0
2020-04-20T08:06:00Z,2020-04-20T08:07:00Z,21.391,19.4009,0
2020-04-20T08:07:00Z,2020-04-20T08:08:00Z,21.4242,19.0917,0
2020-04-20T08:08:00Z,2020-04-20T08:09:00Z,21.82,19.0733,0
2020-04-20T08:09:00Z,2020-04-20T08:10:00Z,22.2823,19.2592,0
2020-04-20T08:10:00Z,2020-04-20T08:11:00Z,22.9246,19.6682,0
2020-04-20T08:11:00Z,2020-04-20T08:12:00Z,23.0808,20.0975,0
2020-04-20T08:12:00Z,2020-04-20T08:13:00Z,23.4008,20.5854,0
2020-04-20T08:13:00Z,2020-04-20T08:14:00Z,23.1792,20.7182,0
2020-04-20T08:14:00Z,2020-04-20T08:15:00Z,23.08,20.6533,0
2020-04-20T08:15:00Z,2020-04-20T08:16:00Z,23.0642,20.2515,0
2020-04-20T08:16:00Z,2020-04-20T08:17:00Z,22.8954,19.74,0
2020-04-20T08:17:00Z,2020-04-20T08:18:00Z,22.5555,19.455,0
2020-04-20T08:18:00Z,2020-04-20T08:19:00Z,22.3117,19.015,0
2020-04-20T08:19:00Z,2020-04-20T08:20:00Z,22.1408,18.85,0
2020-04-20T08:20:00Z,2020-04-20T08:21:00Z,22.3639,19.1718,0
2020-04-20T08:21:00Z,2020-04-20T08:22:00Z,22.3509,19.405,0
2020-04-20T08:22:00Z,2020-04-20T08:23:00Z,22.1733,19.8054,0
2020-04-20T08:23:00Z,2020-04-20T08:24:00Z,22.3258,20.3142,0
2020-04-20T08:24:00Z,2020-04-20T08:25:00Z,23.2131,20.62,0
2020-04-20T08:25:00Z,2020-04-20T08:26:00Z,23.3675,20.5308,0
2020-04-20T08:26:00Z,2020-04-20T08:27:00Z,23.5273,20.5392,0
2020-04-20T08:27:00Z,2020-04-20T08:28:00Z,23.7975,20.7536,0
2020-04-20T08:28:00Z,2020-04-20T08:29:00Z,23.7142,20.8317,0
2020-04-20T08:29:00Z,2020-04-20T08:30:00Z,23.2117,20.6492,0
2020-04-20T08:30:00Z,2020-04-20T08:31:00Z,22.0175,20.1192,0
2020-04-20T08:31:00Z,2020-04-20T08:32:00Z,21.4525,19.5791,0
2020-04-20T08:32:00Z,2020-04-20T08:33:00Z,21.8354,19.25,0
2020-04-20T08:33:00Z,2020-04-20T08:34:00Z,21.8267,18.9417,0
2020-04-20T08:34:00Z,2020-04-20T08:35:00Z,22.0755,18.9508,0
2020-04-20T08:35:00Z,2020-04-20T08:36:00Z,22.3508,19.1782,0
2020-04-20T08:36:00Z,2020-04-20T08:37:00Z,22.6767,19.5017,0
2020-04-20T08:37:00Z,2020-04-20T08:38:00Z,22.8531,20.0083,0
2020-04-20T08:38:00Z,2020-04-20T08:39:00Z,22.8155,20.375,0
2020-04-20T08:39:00Z,2020-04-20T08:40:00Z,23.2275,20.6633,0
2020-04-20T08:40:00Z,2020-04-20T08:41:00Z,23.4083,20.6792,0
2020-04-20T08:41:00Z,2020-04-20T08:42:00Z,23.6558,20.7931,0
2020-04-20T08:42:00Z,2020-04-20T08:43:00Z,23.5908,20.7009,0
2020-04-20T08:43:00Z,2020-04-20T08:44:00Z,23.35,20.35,0
2020-04-20T08:44:00Z,2020-04-20T08:45:00Z,22.9531,19.7608,0
2020-04-20T08:45:00Z,2020-04-20T08:46:00Z,22.4546,19.4154,0
2020-04-20T08:46:00Z,2020-04-20T08:47:00Z,21.87,18.9391,0
2020-04-20T08:47:00Z,2020-04-20T08:48:00Z,21.7333,18.8425,0
2020-04-20T08:48:00Z,2020-04-20T08:49:00Z,21.9967,19.075,0
2020-04-20T08:49:00Z,2020-04-20T08:50:00Z,22.3669,19.4969,0
2020-04-20T08:50:00Z,2020-04-20T08:51:00Z,22.9227,19.8227,0
2020-04-20T08:51:00Z,2020-04-20T08:52:00Z,23.1833,20.2531,0
2020-04-20T08:52:00Z,2020-04-20T08:53:00Z,23.5715,20.6118,0
2020-04-20T08:53:00Z,2020-04-20T08:54:00Z,23.4527,20.885,0
2020-04-20T08:54:00Z,2020-04-20T08:55:00Z,23.0608,20.6375,0
2020-04-20T08:55:00Z,2020-04-20T08:56:00Z,22.8867,20.5939,0
2020-04-20T08:56:00Z,2020-04-20T08:57:00Z,23.4377,20.6418,0
2020-04-20T08:57:00Z,2020-04-20T08:58:00Z,23.3564,20.3592,0
2020-04-20T08:58:00Z,2020-04-20T08:59:00Z,23.0442,19.8833,0
2020-04-20T08:59:00Z,2020-04-20T09:00:00Z,22.7739,19.5754,0
2020-04-20T09:00:00Z,2020-04-20T09:01:00Z,22.35,19.1673,0
2020-04-20T09:01:00Z,2020-04-20T09:02:00Z,22.0483,18.9333,0
2020-04-20T09:02:00Z,2020-04-20T09:03:00Z,21.7158,18.9408,0
2020-04-20T09:03:00Z,2020-04-20T09:04:00Z,21.9739,19.16,0
2020-04-20T09:04:00Z,2020-04-20T09:05:00Z,22.5255,19.5408,0
2020-04-20T09:05:00Z,2020-04-20T09:06:00Z,23.0142,19.98,0
2020-04-20T09:06:00Z,2020-04-20T09:07:00Z,23.4283,20.4754,0
2020-04-20T09:07:00Z,2020-04-20T09:08:00Z,23.7539,20.7146,0
2020-04-20T09:08:00Z,2020-04-20T09:09:00Z,23.5727,20.9425,0
2020-04-20T09:09:00Z,2020-04-20T09:10:00Z,22.9983,20.7185,0
2020-04-20T09:10:00Z,2020-04-20T09:11:00Z,21.6877,20.5509,0
2020-04-20T09:11:00Z,2020-04-20T09:12:00Z,21.085,20.2008,0
2020-04-20T09:12:00Z,2020-04-20T09:13:00Z,21.6964,19.8825,0
2020-04-20T09:13:00Z,2020-04-20T09:14:00Z,22.3742,19.6346,0
2020-04-20T09:14:00Z,2020-04-20T09:15:00Z,22.8269,19.8836,0
2020-04-20T09:15:00Z,2020-04-20T09:16:00Z,23.3964,20.44,0
2020-04-20T09:16:00Z,2020-04-20T09:17:00Z,23.5383,20.8567,0
2020-04-20T09:17:00Z,2020-04-20T09:18:00Z,23.6133,20.8192,0
2020-04-20T09:18:00Z,2020-04-20T09:19:00Z,23.5958,20.8755,0
2020-04-20T09:19:00Z,2020-04-20T09:20:00Z,23.6777,20.94,0
2020-04-20T09:20:00Z,2020-04-20T09:21:00Z,23.5582,20.6354,0
2020-04-20T09:21:00Z,2020-04-20T09:22:00Z,23.1983,20.05,0
2020-04-20T09:22:00Z,2020-04-20T09:23:00Z,22.9067,19.6825,0
2020-04-20T09:23:00Z,2020-04-20T09:24:00Z,22.3662,19.2385,0
2020-04-20T09:24:00Z,2020-04-20T09:25:00Z,21.9391,19.08,0
2020-04-20T09:25:00Z,2020-04-20T09:26:00Z,21.8,19.3133,0
2020-04-20T09:26:00Z,2020-04-20T09:27:00Z,21.9625,19.76,0
2020-04-20T09:27:00Z,2020-04-20T09:28:00Z,22.45,20.1785,0
2020-04-20T09:28:00Z,2020-04-20T09:29:00Z,22.4592,20.5636,0
2020-04-20T09:29:00Z,2020-04-20T09:30:00Z,23.0709,20.8783,0
2020-04-20T09:30:00Z,2020-04-20T09:31:00Z,23.5225,21.08,0
2020-04-20T09:31:00Z,2020-04-20T09:32:00Z,23.71,21.1792,0
2020-04-20T09:32:00Z,2020-04-20T09:33:00Z,23.3125,20.9236,0
2020-04-20T09:33:00Z,2020-04-20T09:34:00Z,23.2992,21.0517,0
2020-04-20T09:34:00Z,2020-04-20T09:35:00Z,23.5767,21.0325,0
2020-04-20T09:35:00Z,2020-04-20T09:36:00Z,23.8342,21.1523,0
2020-04-20T09:36:00Z,2020-04-20T09:37:00Z,23.6408,20.9964,0
2020-04-20T09:37:00Z,2020-04-20T09:38:00Z,23.4482,20.5492,0
2020-04-20T09:38:00Z,2020-04-20T09:39:00Z,22.8925,20.1867,0
2020-04-20T09:39:00Z,2020-04-20T09:40:00Z,21.85,19.3446,0
2020-04-20T09:40:00Z,2020-04-20T09:41:00Z,20.9108,19.0808,0
2020-04-20T09:41:00Z,2020-04-20T09:42:00Z,20.3318,18.9455,0
2020-04-20T09:42:00Z,2020-04-20T09:43:00Z,19.915,18.9933,0
2020-04-20T09:43:00Z,2020-04-20T09:44:00Z,19.77,19.0339,0
2020-04-20T09:44:00Z,2020-04-20T09:45:00Z,19.7208,19.19,0
2020-04-20T09:45:00Z,2020-04-20T09:46:00Z,19.6391,18.68,0
2020-04-20T09:46:00Z,2020-04-20T09:47:00Z,19.6183,18.6769,0
2020-04-20T09:47:00Z,2020-04-20T09:48:00Z,19.7233,18.7491,0
2020-04-20T09:48:00Z,2020-04-20T09:49:00Z,20.7185,18.975,0
2020-04-20T09:49:00Z,2020-04-20T09:50:00Z,21.9858,19.9792,0
2020-04-20T09:50:00Z,2020-04-20T09:51:00Z,22.8864,20.4515,0
2020-04-20T09:51:00Z,2020-04-20T09:52:00Z,23.3425,20.5973,0
2020-04-20T09:52:00Z,2020-04-20T09:53:00Z,23.6633,21.0492,0
2020-04-20T09:53:00Z,2020-04-20T09:54:00Z,24.0315,21.1433,0
2020-04-20T09:54:00Z,2020-04-20T09:55:00Z,23.83,20.9946,0
2020-04-20T09:55:00Z,2020-04-20T09:56:00Z,23.58,20.9509,0
2020-04-20T09:56:00Z,2020-04-20T09:57:00Z,23.4058,20.9,0
2020-04-20T09:57:00Z,2020-04-20T09:58:00Z,22.7967,20.6683,0
2020-04-20T09:58:00Z,2020-04-20T09:59:00Z,22.1539,20.0769,0
2020-04-20T09:59:00Z,2020-04-20T10:00:00Z,22.0164,20.1882,0
2020-04-20T10:00:00Z,2020-04-20T10:01:00Z,22.72,20.4617,0
2020-04-20T10:01:00Z,2020-04-20T10:02:00Z,23.57,20.82,0
2020-04-20T10:02:00Z,2020-04-20T10:03:00Z,24.0639,21.1933,0
2020-04-20T10:03:00Z,2020-04-20T10:04:00Z,24.2642,21.3262,0
2020-04-20T10:04:00Z,2020-04-20T10:05:00Z,24.09,21.5227,0
2020-04-20T10:05:00Z,2020-04-20T10:06:00Z,24.05,21.5583,0
2020-04-20T10:06:00Z,2020-04-20T10:07:00Z,23.8892,21.5642,0
2020-04-20T10:07:00Z,2020-04-20T10:08:00Z,23.8577,21.1515,0
2020-04-20T10:08:00Z,2020-04-20T10:09:00Z,24.0073,21.3591,0
2020-04-20T10:09:00Z,2020-04-20T10:10:00Z,24.2292,21.455,0
2020-04-20T10:10:00Z,2020-04-20T10:11:00Z,24.3158,21.4717,0
2020-04-20T10:11:00Z,2020-04-20T10:12:00Z,24.2825,21.5225,0
2020-04-20T10:12:00Z,2020-04-20T10:13:00Z,24.0323,21.4892,0
2020-04-20T10:13:00Z,2020-04-20T10:14:00Z,24.1873,21.5227,0
2020-04-20T10:14:00Z,2020-04-20T10:15:00Z,25.4975,22.6883,0
2020-04-20T10:15:00Z,2020-04-20T10:16:00Z,25.1525,22.4231,0
2020-04-20T10:16:00Z,2020-04-20T10:17:00Z,24.8331,22.1482,0
2020-04-20T10:17:00Z,2020-04-20T10:18:00Z,24.2691,21.81,0
2020-04-20T10:18:00Z,2020-04-20T10:19:00Z,24.2125,21.2146,0
2020-04-20T10:19:00Z,2020-04-20T10:20:00Z,23.6,20.7218,0
2020-04-20T10:20:00Z,2020-04-20T10:21:00Z,23.3392,20.2875,0
2020-04-20T10:21:00Z,2020-04-20T10:22:00Z,22.7508,19.6875,0
2020-04-20T10:22:00Z,2020-04-20T10:23:00Z,22.8418,19.4683,0
2020-04-20T10:23:00Z,2020-04-20T10:24:00Z,22.8708,19.4554,0
2020-04-20T10:24:00Z,2020-04-20T10:25:00Z,22.9655,19.3973,0
2020-04-20T10:25:00Z,2020-04-20T10:26:00Z,23.1062,19.5375,0
2020-04-20T10:26:00Z,2020-04-20T10:27:00Z,23.3673,19.8433,0
2020-04-20T10:27:00Z,2020-04-20T10:28:00Z,23.59,20.3939,0
2020-04-20T10:28:00Z,2020-04-20T10:29:00Z,23.9583,20.9718,0
2020-04-20T10:29:00Z,2020-04-20T10:30:00Z,24.2969,21.3533,0
2020-04-20T10:30:00Z,2020-04-20T10:31:00Z,24.7927,21.7454,0
2020-04-20T10:31:00Z,2020-04-20T10:32:00Z,24.9683,21.7464,0
2020-04-20T10:32:00Z,2020-04-20T10:33:00Z,24.6033,21.3508,0
2020-04-20T10:33:00Z,2020-04-20T10:34:00Z,24.1339,20.6175,0
2020-04-20T10:34:00Z,2020-04-20T10:35:00Z,23.5846,19.9639,0
2020-04-20T10:35:00Z,2020-04-20T10:36:00Z,23.035,19.3736,0
2020-04-20T10:36:00Z,2020-04-20T10:37:00Z,22.9258,19.4775,0
2020-04-20T10:37:00Z,2020-04-20T10:38:00Z,22.745,19.5258,0
2020-04-20T10:38:00Z,2020-04-20T10:39:00Z,22.9585,19.7608,0
2020-04-20T10:39:00Z,2020-04-20T10:40:00Z,23.3573,20.1291,0
2020-04-20T10:40:00Z,2020-04-20T10:41:00Z,23.8708,20.6642,0
2020-04-20T10:41:00Z,2020-04-20T10:42:00Z,24.4067,21.1517,0
2020-04-20T10:42:00Z,2020-04-20T10:43:00Z,24.9608,21.5785,0
2020-04-20T10:43:00Z,2020-04-20T10:44:00Z,24.8333,21.4018,0
2020-04-20T10:44:00Z,2020-04-20T10:45:00Z,24.3309,20.8142,0
2020-04-20T10:45:00Z,2020-04-20T10:46:00Z,23.8242,20.3633,0
2020-04-20T10:46:00Z,2020-04-20T10:47:00Z,23.2375,19.5862,0
2020-04-20T10:47:00Z,2020-04-20T10:48:00Z,22.9825,19.3673,0
2020-04-20T10:48:00Z,2020-04-20T10:49:00Z,22.96,19.3717,0
2020-04-20T10:49:00Z,2020-04-20T10:50:00Z,23.1075,19.375,0
2020-04-20T10:50:00Z,2020-04-20T10:51:00Z,23.58,19.75,0
2020-04-20T10:51:00Z,2020-04-20T10:52:00Z,24.0592,19.945,0
2020-04-20T10:52:00Z,2020-04-20T10:53:00Z,24.4967,20.4567,0
2020-04-20T10:53:00Z,2020-04-20T10:54:00Z,24.8717,21.0633,0
2020-04-20T10:54:00Z,2020-04-20T10:55:00Z,25.3167,21.3367,0
2020-04-20T10:55:00Z,2020-04-20T10:56:00Z,25.3123,21.3775,0
2020-04-20T10:56:00Z,2020-04-20T10:57:00Z,24.9391,21.1833,0
2020-04-20T10:57:00Z,2020-04-20T10:58:00Z,24.6475,20.64,0
2020-04-20T10:58:00Z,2020-04-20T10:59:00Z,24.2367,20.1592,0
2020-04-20T10:59:00Z,2020-04-20T11:00:00Z,24.0031,19.7218,0
2020-04-20T11:00:00Z,2020-04-20T11:01:00Z,23.52,19.2725,0
2020-04-20T11:01:00Z,2020-04-20T11:02:00Z,23.52,19.2725,0
2020-04-20T11:02:00Z,2020-04-20T11:03:00Z,23.52,19.2725,0
2020-04-20T11:03:00Z,2020-04-20T11:04:00Z,23.52,19.2725,0
2020-04-20T11:04:00Z,2020-04-20T11:05:00Z,23.52,19.2725,0
2020-04-20T11:05:00Z,2020-04-20T11:06:00Z,23.52,19.2725,0
2020-04-20T11:06:00Z,2020-04-20T11:07:00Z,23.52,19.2725,0
2020-04-20T11:07:00Z,2020-04-20T11:08:00Z,23.52,19.2725,0
2020-04-20T11:08:00Z,2020-04-20T11:09:00Z,25.9256,21.0156,0
2020-04-20T11:09:00Z,2020-04-20T11:10:00Z,25.74,21.3446,0
2020-04-20T11:10:00Z,2020-04-20T11:11:00Z,25.3225,21.3936,0
2020-04-20T11:11:00Z,2020-04-20T11:12:00Z,25.24,21.0783,0
2020-04-20T11:12:00Z,2020-04-20T11:13:00Z,25.41,20.8125,0
2020-04-20T11:13:00Z,2020-04-20T11:14:00Z,25.05,20.5777,0
2020-04-20T11:14:00Z,2020-04-20T11:15:00Z,24.5383,20.2027,0
2020-04-20T11:15:00Z,2020-04-20T11:16:00Z,23.9375,19.535,0
2020-04-20T11:16:00Z,2020-04-20T11:17:00Z,23.8546,19.2323,0
2020-04-20T11:17:00Z,2020-04-20T11:18:00Z,23.9873,19.4809,0
2020-04-20T11:18:00Z,2020-04-20T11:19:00Z,24.1525,19.8667,0
2020-04-20T11:19:00Z,2020-04-20T11:20:00Z,24.4323,20.2058,0
2020-04-20T11:20:00Z,2020-04-20T11:21:00Z,25.0183,20.6415,0
2020-04-20T11:21:00Z,2020-04-20T11:22:00Z,25.4391,20.7618,0
2020-04-20T11:22:00Z,2020-04-20T11:23:00Z,25.5542,20.6758,0
2020-04-20T11:23:00Z,2020-04-20T11:24:00Z,25.8133,20.7317,0
2020-04-20T11:24:00Z,2020-04-20T11:25:00Z,25.6077,20.5258,0
2020-04-20T11:25:00Z,2020-04-20T11:26:00Z,25.0791,20.2677,0
2020-04-20T11:26:00Z,2020-04-20T11:27:00Z,24.6475,20.0173,0
2020-04-20T11:27:00Z,2020-04-20T11:28:00Z,23.8975,19.3008,0
2020-04-20T11:28:00Z,2020-04-20T11:29:00Z,23.5823,18.7625,0
2020-04-20T11:29:00Z,2020-04-20T11:30:00Z,23.8036,19.0242,0
2020-04-20T11:30:00Z,2020-04-20T11:31:00Z,24.6033,19.4725,0
2020-04-20T11:31:00Z,2020-04-20T11:32:00Z,25.325,20.04,0
2020-04-20T11:32:00Z,2020-04-20T11:33:00Z,25.7783,20.55,0
2020-04-20T11:33:00Z,2020-04-20T11:34:00Z,25.9408,20.7755,0
2020-04-20T11:34:00Z,2020-04-20T11:35:00Z,25.6391,20.9167,0
2020-04-20T11:35:00Z,2020-04-20T11:36:00Z,25.4033,20.9169,0
2020-04-20T11:36:00Z,2020-04-20T11:37:00Z,25.4892,20.7691,0
2020-04-20T11:37:00Z,2020-04-20T11:38:00Z,25.56,20.7125,0
2020-04-20T11:38:00Z,2020-04-20T11:39:00Z,25.8008,20.685,0
2020-04-20T11:39:00Z,2020-04-20T11:40:00Z,25.81,20.6346,0
2020-04-20T11:40:00Z,2020-04-20T11:41:00Z,25.5633,20.7573,0
2020-04-20T11:41:00Z,2020-04-20T11:42:00Z,25.27,20.7242,0
2020-04-20T11:42:00Z,2020-04-20T11:43:00Z,24.91,20.4217,0
2020-04-20T11:43:00Z,2020-04-20T11:44:00Z,24.4136,20.1331,0
2020-04-20T11:44:00Z,2020-04-20T11:45:00Z,23.8017,19.5209,0
2020-04-20T11:45:00Z,2020-04-20T11:46:00Z,23.3917,19.1375,0
2020-04-20T11:46:00Z,2020-04-20T11:47:00Z,23.5508,18.9917,0
2020-04-20T11:47:00Z,2020-04-20T11:48:00Z,24.0673,19.3485,0
2020-04-20T11:48:00Z,2020-04-20T11:49:00Z,24.4625,19.8236,0
2020-04-20T11:49:00Z,2020-04-20T11:50:00Z,24.9442,19.98,0
2020-04-20T11:50:00Z,2020-04-20T11:51:00Z,25.34,20.5158,0
2020-04-20T11:51:00Z,2020-04-20T11:52:00Z,25.49,20.6639,0
2020-04-20T11:52:00Z,2020-04-20T11:53:00Z,25.8146,20.6436,0
2020-04-20T11:53:00Z,2020-04-20T11:54:00Z,25.6417,20.6175,0
2020-04-20T11:54:00Z,2020-04-20T11:55:00Z,25.47,20.7283,0
2020-04-20T11:55:00Z,2020-04-20T11:56:00Z,25.4925,20.5923,0
2020-04-20T11:56:00Z,2020-04-20T11:57:00Z,25.5854,20.6946,0
2020-04-20T11:57:00Z,2020-04-20T11:58:00Z,25.52,20.7642,0
2020-04-20T11:58:00Z,2020-04-20T11:59:00Z,25.2642,20.8725,0
2020-04-20T11:59:00Z,2020-04-20T12:00:00Z,25.2167,20.8562,0
2020-04-20T12:00:00Z,2020-04-20T12:01:00Z,25.335,20.7364,0
2020-04-20T12:01:00Z,2020-04-20T12:02:00Z,25.4025,20.55,0
2020-04-20T12:02:00Z,2020-04-20T12:03:00Z,25.8242,20.5315,0
2020-04-20T12:03:00Z,2020-04-20T12:04:00Z,25.9058,20.6936,0
2020-04-20T12:04:00Z,2020-04-20T12:05:00Z,25.6639,20.7708,0
2020-04-20T12:05:00Z,2020-04-20T12:06:00Z,25.3427,20.6425,0
2020-04-20T12:06:00Z,2020-04-20T12:07:00Z,25.1308,20.2092,0
2020-04-20T12:07:00Z,2020-04-20T12:08:00Z,24.8175,19.9882,0
2020-04-20T12:08:00Z,2020-04-20T12:09:00Z,24.4333,19.6592,0
2020-04-20T12:09:00Z,2020-04-20T12:10:00Z,24.2746,19.4192,0
2020-04-20T12:10:00Z,2020-04-20T12:11:00Z,17.86,15.4858,1
2020-04-20T12:11:00Z,2020-04-20T12:12:00Z,17.3917,14.9908,1
2020-04-20T12:12:00Z,2020-04-20T12:13:00Z,21.715,17.8583,0
2020-04-20T12:13:00Z,2020-04-20T12:14:00Z,26.05,21.0885,0
2020-04-20T12:14:00Z,2020-04-20T12:15:00Z,26.0127,21.0417,0
2020-04-20T12:15:00Z,2020-04-20T12:16:00Z,25.8467,21.1027,0
2020-04-20T12:16:00Z,2020-04-20T12:17:00Z,25.3408,20.945,0
2020-04-20T12:17:00Z,2020-04-20T12:18:00Z,21.4615,18.3642,0
2020-04-20T12:18:00Z,2020-04-20T12:19:00Z,17.4036,15.0025,1
2020-04-20T12:19:00Z,2020-04-20T12:20:00Z,17.4,15.0442,1
2020-04-20T12:20:00Z,2020-04-20T12:21:00Z,17.4325,15.0615,1
2020-04-20T12:21:00Z,2020-04-20T12:22:00Z,17.475,15.0855,1
2020-04-20T12:22:00Z,2020-04-20T12:23:00Z,17.48,15.0946,1
2020-04-20T12:23:00Z,2020-04-20T12:24:00Z,17.4292,15.08,1
2020-04-20T12:24:00Z,2020-04-20T12:25:00Z,17.4382,15.065,1
2020-04-20T12:25:00Z,2020-04-20T12:26:00Z,17.52,15.1217,1
2020-04-20T12:26:00Z,2020-04-20T12:27:00Z,17.5454,15.1483,1
2020-04-20T12:27:00Z,2020-04-20T12:28:00Z,17.2973,14.9046,1
2020-04-20T12:28:00Z,2020-04-20T12:29:00Z,20.9654,17.4623,0
