;QB120A-CORRENTE-M1_avg;QB120A-CORRENTE-M2_avg
min_std;0.09850030745706241;0.06170811936092147
max_std;2.880435366732083;2.4045942312956354
min_ppv;0.4820999999999991;0.27749999999999986
max_ppv;8.779999999999998;6.3141
min_dstd;0.0714882852812826;0.06587056999078035
max_dstd;0.6819447599007682;0.6400959049840315
min_dppv;0.32250000000000156;0.30249999999999844
max_dppv;6.537499999999998;6.423300000000001
