;value
min_std;42.049635034177236
max_std;554.6844763350009
min_ppv;110.08014002949994
max_ppv;1438.9939939603291
min_dstd;25.748128676277155
max_dstd;259.56372222375916
min_dppv;62.99883552146002
max_dppv;758.2678284584591
